natural_language_query,sql_query,column_used,expected_llm_response,expected_llm_response_key_column_match,expected_llm_response_value_column_candidates,ground_truth_column,ground_truth_selection_details,final_column,Table or Retrieval
"For Chemotherapy trials, bucket trial phase into early (1/1b/2) vs late (3/4).","SELECT ""Trial phase""
FROM clinical_trials
WHERE ""Name of ICI"" = 'Chemotherapy';",Trial phase,"{""phase_bucket"": ""late""}","phase_bucket -> no close match (best: Trial phase, 0.50)","phase_bucket=""late"" -> no close value match (best: Trial name, 0.60)",no_match,"{""question"": ""For Chemotherapy trials, bucket trial phase into early (1/1b/2) vs late (3/4)."", ""entries"": [{""key"": ""phase_bucket"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Small Cell Lung Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","SELECT ""Primary endpoint""
FROM clinical_trials
WHERE ""Cancer type"" = 'Small Cell Lung' AND ""Trial phase"" = 'Phase 2';",Primary endpoint,"{""primary_endpoint_category"": ""PFS""}",primary_endpoint_category -> Primary endpoint [MATCH 0.98],"primary_endpoint_category=""PFS"" -> Follow-up duration for primary endpoint(s) in months | Overall [1.00], Primary endpoint [1.00], Secondary endpoint [1.00]",Primary endpoint,"{""question"": ""In Small Cell Lung Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other."", ""entries"": [{""key"": ""primary_endpoint_category"", ""chosen_column"": ""Primary endpoint"", ""chosen_reason"": ""question_mention_override"", ""score_winner"": ""Primary endpoint"", ""question_mention_winner"": ""Primary endpoint"", ""candidates"": [{""column"": ""Primary endpoint"", ""candidate_score"": 0.9804878048780488, ""combined_score"": 0.9902439024390244, ""key_score"": 0.9804878048780488, ""value_score"": 1.0, ""mention_score"": 1.0, ""sources"": [""key_match"", ""value_match""]}]}]}",Primary endpoint,Table (Primary endpoint)
"In Urothelial trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.","SELECT ""Name of ICI""
FROM clinical_trials
WHERE ""Cancer type"" = 'Urothelial';",Name of ICI,"{""class"": ""PD-1""}",class -> Class of ICI [MATCH 1.00],"class=""PD-1"" -> Class of ICI [1.00], Primary endpoint [1.00], Secondary endpoint [1.00]",Class of ICI,"{""question"": ""In Urothelial trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4."", ""entries"": [{""key"": ""class"", ""chosen_column"": ""Class of ICI"", ""chosen_reason"": ""question_mention_override"", ""score_winner"": ""Class of ICI"", ""question_mention_winner"": ""Class of ICI"", ""candidates"": [{""column"": ""Class of ICI"", ""candidate_score"": 1.0, ""combined_score"": 1.0, ""key_score"": 1.0, ""value_score"": 1.0, ""mention_score"": 1.0, ""sources"": [""key_match"", ""value_match""]}]}]}",Class of ICI,Table (Class of ICI)
"For Nivolumab, Ipilimumab trials in NSCLC, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","SELECT ""Trial name""
FROM clinical_trials
WHERE ""Name of ICI"" = 'Nivolumab, Ipilimumab' AND ""Cancer type"" = 'NSCLC';",Trial name,"{""trial_acronym"": ""KEYNOTE-042""}","trial_acronym -> no close match (best: Trial name, 0.70)","trial_acronym=""KEYNOTE-042"" -> Trial name [1.00]",no_match,"{""question"": ""For Nivolumab, Ipilimumab trials in NSCLC, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx)."", ""entries"": [{""key"": ""trial_acronym"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Hepatocellular trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).","SELECT ""Follow-up duration for primary endpoint(s) in months | Overall""
FROM clinical_trials
WHERE ""Cancer type"" = 'Hepatocellular';",Follow-up duration for primary endpoint(s) in months | Overall,"{""maturity"": ""mature""}","maturity -> no close match (best: Author, 0.43)","maturity=""mature"" -> no close value match (best: Trial name, 0.50)",no_match,"{""question"": ""In Hepatocellular trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing)."", ""entries"": [{""key"": ""maturity"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"For Tremelimumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.","SELECT ""Treatment regimen""
FROM clinical_trials
WHERE ""Name of ICI"" = 'Tremelimumab' AND ""Monotherapy/combination"" = 'Combination';",Treatment regimen,"{""added_agents"": [""oxaliplatin"", ""capecitabine""]}","added_agents -> no close match (best: Included in MA, 0.45)","added_agents=[""oxaliplatin"", ""capecitabine""] -> Control regimen [1.00], Treatment regimen [0.78]",no_match,"{""question"": ""For Tremelimumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI."", ""entries"": [{""key"": ""added_agents"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"For Ipilimumab trials in Esophageal/GEJ, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","SELECT ""Trial name""
FROM clinical_trials
WHERE ""Name of ICI"" = 'Ipilimumab' AND ""Cancer type"" = 'Esophageal/GEJ';",Trial name,"{""trial_acronym"": ""KEYNOTE-042""}","trial_acronym -> no close match (best: Trial name, 0.70)","trial_acronym=""KEYNOTE-042"" -> Trial name [1.00]",no_match,"{""question"": ""For Ipilimumab trials in Esophageal/GEJ, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx)."", ""entries"": [{""key"": ""trial_acronym"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Hodgkin Lymphoma trials, convert 'Type of therapy' into is_combination = true/false.","SELECT ""Type of therapy""
FROM clinical_trials
WHERE ""Cancer type"" = 'Hodgkin Lymphoma';",Type of therapy,"{""is_combination"": true}",is_combination -> Monotherapy/combination [MATCH 1.00],"is_combination=true -> no close value match (best: Trial name, 0.69)",no_match,"{""question"": ""In Hodgkin Lymphoma trials, convert 'Type of therapy' into is_combination = true/false."", ""entries"": [{""key"": ""is_combination"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Breast trials, convert 'Type of therapy' into is_combination = true/false.","SELECT ""Type of therapy""
FROM clinical_trials
WHERE ""Cancer type"" = 'Breast';",Type of therapy,"{""is_combination"": true}",is_combination -> Monotherapy/combination [MATCH 1.00],"is_combination=true -> no close value match (best: Trial name, 0.69)",no_match,"{""question"": ""In Breast trials, convert 'Type of therapy' into is_combination = true/false."", ""entries"": [{""key"": ""is_combination"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In NSCLC trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.","SELECT ""Name of ICI""
FROM clinical_trials
WHERE ""Cancer type"" = 'NSCLC';",Name of ICI,"{""class"": ""PD-1""}",class -> Class of ICI [MATCH 1.00],"class=""PD-1"" -> Class of ICI [1.00], Primary endpoint [1.00], Secondary endpoint [1.00]",Class of ICI,"{""question"": ""In NSCLC trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4."", ""entries"": [{""key"": ""class"", ""chosen_column"": ""Class of ICI"", ""chosen_reason"": ""question_mention_override"", ""score_winner"": ""Class of ICI"", ""question_mention_winner"": ""Class of ICI"", ""candidates"": [{""column"": ""Class of ICI"", ""candidate_score"": 1.0, ""combined_score"": 1.0, ""key_score"": 1.0, ""value_score"": 1.0, ""mention_score"": 1.0, ""sources"": [""key_match"", ""value_match""]}]}]}",Class of ICI,Table (Class of ICI)
"In Melanoma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.","SELECT ""Control arm""
FROM clinical_trials
WHERE ""Cancer type"" = 'Melanoma' AND ""Trial phase"" = 'Phase 3';",Control arm,"{""control_category"": ""placebo""}",control_category -> Control arm [MATCH 0.74],"control_category=""placebo"" -> Control arm [1.00], Control regimen [1.00], Name of ICI [1.00], Type of control [1.00]",no_match,"{""question"": ""In Melanoma Phase 3 trials, classify the control arm as active, placebo, or best supportive care."", ""entries"": [{""key"": ""control_category"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"For Ipilimumab trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).","SELECT ""Total sample size""
FROM clinical_trials
WHERE ""Name of ICI"" = 'Ipilimumab';",Total sample size,"{""size_bucket"": ""large""}","size_bucket -> no close match (best: Total sample size, 0.50)","size_bucket=""large"" -> no close value match (best: Trial name, 0.60)",no_match,"{""question"": ""For Ipilimumab trials, bucket total sample size as small(<100), medium(100–299), or large(≥300)."", ""entries"": [{""key"": ""size_bucket"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Multiple Myeloma trials, convert 'Original/Follow up' status into a boolean is_follow_up.","SELECT ""Originial publication or Follow-up""
FROM clinical_trials
WHERE ""Cancer type"" = 'Multiple Myeloma';",Originial publication or Follow-up,"{""is_follow_up"": false}",is_follow_up -> Originial publication or Follow-up [MATCH 1.00],"is_follow_up=false -> no close value match (best: Secondary endpoint, 0.67)",no_match,"{""question"": ""In Multiple Myeloma trials, convert 'Original/Follow up' status into a boolean is_follow_up."", ""entries"": [{""key"": ""is_follow_up"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In NSCLC combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).","SELECT ""Type of combination""
FROM clinical_trials
WHERE ""Cancer type"" = 'NSCLC' AND ""Monotherapy/combination"" = 'Combination';",Type of combination,"{""combo_type_norm"": ""ICI+Chemo""}","combo_type_norm -> no close match (best: Type of combination, 0.67)","combo_type_norm=""ICI+Chemo"" -> Type of combination [1.00], Control arm [0.89], Type of control [0.89]",no_match,"{""question"": ""In NSCLC combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI)."", ""entries"": [{""key"": ""combo_type_norm"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Melanoma trials, convert 'Original/Follow up' status into a boolean is_follow_up.","SELECT ""Originial publication or Follow-up""
FROM clinical_trials
WHERE ""Cancer type"" = 'Melanoma';",Originial publication or Follow-up,"{""is_follow_up"": false}",is_follow_up -> Originial publication or Follow-up [MATCH 1.00],"is_follow_up=false -> no close value match (best: Secondary endpoint, 0.67)",no_match,"{""question"": ""In Melanoma trials, convert 'Original/Follow up' status into a boolean is_follow_up."", ""entries"": [{""key"": ""is_follow_up"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Non-Small Cell Lung studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.","SELECT ""Treatment regimen""
FROM clinical_trials
WHERE ""Cancer type"" = 'Non-Small Cell Lung' AND ""Type of combination"" = 'ICI+TKI';",Treatment regimen,"{""tki_agents"": [""axitinib""]}","tki_agents -> no close match (best: Trial name, 0.53)","tki_agents=[""axitinib""] -> Treatment regimen [1.00], Control regimen [0.71]",no_match,"{""question"": ""In Non-Small Cell Lung studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen."", ""entries"": [{""key"": ""tki_agents"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Hodgkin Lymphoma trials, interpret the PD-L1 requirement flag as boolean true/false.","SELECT ""Is PD-L1 positivity inclusion criteria""
FROM clinical_trials
WHERE ""Cancer type"" = 'Hodgkin Lymphoma';",Is PD-L1 positivity inclusion criteria,"{""pd_l1_required"": true}",pd_l1_required -> Is PD-L1 positivity inclusion criteria [MATCH 0.75],"pd_l1_required=true -> no close value match (best: Trial name, 0.69)",no_match,"{""question"": ""In Hodgkin Lymphoma trials, interpret the PD-L1 requirement flag as boolean true/false."", ""entries"": [{""key"": ""pd_l1_required"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Breast trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed.","SELECT ""Secondary endpoint""
FROM clinical_trials
WHERE ""Cancer type"" = 'Breast';",Secondary endpoint,"{""irAE_assessed"": true}","irAE_assessed -> no close match (best: Trial phase, 0.50)","irAE_assessed=true -> no close value match (best: Trial name, 0.69)",no_match,"{""question"": ""In Breast trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed."", ""entries"": [{""key"": ""irAE_assessed"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"For Avelumab trials in Head and Neck, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","SELECT ""Trial name""
FROM clinical_trials
WHERE ""Name of ICI"" = 'Avelumab' AND ""Cancer type"" = 'Head and Neck';",Trial name,"{""trial_acronym"": ""KEYNOTE-042""}","trial_acronym -> no close match (best: Trial name, 0.70)","trial_acronym=""KEYNOTE-042"" -> Trial name [1.00]",no_match,"{""question"": ""For Avelumab trials in Head and Neck, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx)."", ""entries"": [{""key"": ""trial_acronym"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
