item_id,csv_row_number,question,ground_truth_column,status,error,question_dir,ground_truth_table_csv
row_134,134,"For Brentuximab-vedotin trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_134__For_Brentuximab_vedotin_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_134__For_Brentuximab_vedotin_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_135,135,"In Small Cell Lung trials, normalize the type of follow-up into imaging, clinical, or mixed.",Type of follow-up given,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_follow_up_given__row_135__In_Small_Cell_Lung_trials_normalize_the_type_of_follow_up_into_imaging_clinical_or_mixed,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_follow_up_given__row_135__In_Small_Cell_Lung_trials_normalize_the_type_of_follow_up_into_imaging_clinical_or_mixed/ground_truth_table.csv
row_136,136,"Which Phase 3 PD-1 monotherapy trials in Colorectal should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_136__Which_Phase_3_PD_1_monotherapy_trials_in_Colorectal_should_I_review_and_from_the_treatment,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_136__Which_Phase_3_PD_1_monotherapy_trials_in_Colorectal_should_I_review_and_from_the_treatment/ground_truth_table.csv
row_137,137,"For Atezolizumab trials in Breast, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_137__For_Atezolizumab_trials_in_Breast_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOT,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_137__For_Atezolizumab_trials_in_Breast_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOT/ground_truth_table.csv
row_138,138,"For Chemotherapy combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_138__For_Chemotherapy_combination_therapy_trials_list_additional_agents_in_the_treatment_regime,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_138__For_Chemotherapy_combination_therapy_trials_list_additional_agents_in_the_treatment_regime/ground_truth_table.csv
row_139,139,"For Durvalumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_139__For_Durvalumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_139__For_Durvalumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen/ground_truth_table.csv
row_140,140,"In Small Cell Lung trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_140__In_Small_Cell_Lung_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_140__In_Small_Cell_Lung_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_141,141,"In Multiple Myeloma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_141__In_Multiple_Myeloma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_141__In_Multiple_Myeloma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro/ground_truth_table.csv
row_142,142,"In Renal cell Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_142__In_Renal_cell_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_D,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_142__In_Renal_cell_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_D/ground_truth_table.csv
row_143,143,"In Prostate trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_143__In_Prostate_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_143__In_Prostate_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_144,144,"In Urothelial trials, convert 'Type of therapy' into is_combination = true/false.",Monotherapy/combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_144__In_Urothelial_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_144__In_Urothelial_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_145,145,"For Durvalumab, Tremelimumab trials in Hepatocellular, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_145__For_Durvalumab_Tremelimumab_trials_in_Hepatocellular_extract_the_trial_acronym_from_the_tr,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_145__For_Durvalumab_Tremelimumab_trials_in_Hepatocellular_extract_the_trial_acronym_from_the_tr/ground_truth_table.csv
row_146,146,"In Melanoma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_146__In_Melanoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_146__In_Melanoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co/ground_truth_table.csv
row_147,147,"In Head and Neck trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_147__In_Head_and_Neck_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_nam,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_147__In_Head_and_Neck_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_nam/ground_truth_table.csv
row_148,148,"In Urothelial studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.",Treatment regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_148__In_Urothelial_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regime,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_148__In_Urothelial_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regime/ground_truth_table.csv
row_149,149,"In NSCLC trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_149__In_NSCLC_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s_from,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_149__In_NSCLC_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s_from/ground_truth_table.csv
row_150,150,"In Renal cell trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_150__In_Renal_cell_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_150__In_Renal_cell_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1/ground_truth_table.csv
row_151,151,"In Colorectal trials, convert 'Type of therapy' into is_combination = true/false.",Monotherapy/combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_151__In_Colorectal_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_151__In_Colorectal_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_152,152,"In Colorectal trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_152__In_Colorectal_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_152__In_Colorectal_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1/ground_truth_table.csv
row_153,153,"In Esophageal/GEJ studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.",Treatment regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_153__In_Esophageal_GEJ_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_re,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_153__In_Esophageal_GEJ_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_re/ground_truth_table.csv
row_154,154,"In Mesothelioma Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_154__In_Mesothelioma_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_154__In_Mesothelioma_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS/ground_truth_table.csv
row_155,155,"For Durvalumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_155__For_Durvalumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_155__For_Durvalumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_156,156,"For Atezolizumab+Trastuzumab emtansine+Placebo trials in Small Cell Lung, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_156__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_in_Small_Cell_Lung_extract_the_trial,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_156__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_in_Small_Cell_Lung_extract_the_trial/ground_truth_table.csv
row_157,157,"In Gastric/GEJ trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_157__In_Gastric_GEJ_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_157__In_Gastric_GEJ_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_158,158,"In Hepatocellular Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_158__In_Hepatocellular_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_D,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_158__In_Hepatocellular_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_D/ground_truth_table.csv
row_159,159,"In Breast trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_159__In_Breast_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or_C,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_159__In_Breast_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or_C/ground_truth_table.csv
row_160,160,"In Gastric/GEJ trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_160__In_Gastric_GEJ_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_160__In_Gastric_GEJ_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_161,161,"In Melanoma trials, convert 'Type of therapy' into is_combination = true/false.",Monotherapy/combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_161__In_Melanoma_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_161__In_Melanoma_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_162,162,"In Colorectal trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_162__In_Colorectal_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_162__In_Colorectal_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_163,163,"Which Phase 3 PD-1 monotherapy trials in Mesothelioma should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_163__Which_Phase_3_PD_1_monotherapy_trials_in_Mesothelioma_should_I_review_and_from_the_treatme,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_163__Which_Phase_3_PD_1_monotherapy_trials_in_Mesothelioma_should_I_review_and_from_the_treatme/ground_truth_table.csv
row_164,164,"In Multiple Myeloma combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_164__In_Multiple_Myeloma_combination_therapy_trials_normalize_the_combination_type_to_standardi,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_164__In_Multiple_Myeloma_combination_therapy_trials_normalize_the_combination_type_to_standardi/ground_truth_table.csv
row_165,165,"In Renal cell Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_165__In_Renal_cell_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_D,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_165__In_Renal_cell_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_D/ground_truth_table.csv
